timestamp,timestamp,light_power
2017-02-25 20:00:00,2017-02-25 20:00:00,0.0
2017-02-25 21:00:00,2017-02-25 21:00:00,0.0
2017-02-25 22:00:00,2017-02-25 22:00:00,0.0
2017-02-25 23:00:00,2017-02-25 23:00:00,0.0
2017-02-26 00:00:00,2017-02-26 00:00:00,0.0
2017-02-26 01:00:00,2017-02-26 01:00:00,0.0
2017-02-26 02:00:00,2017-02-26 02:00:00,0.0
2017-02-26 03:00:00,2017-02-26 03:00:00,0.0
2017-02-26 04:00:00,2017-02-26 04:00:00,0.0
2017-02-26 05:00:00,2017-02-26 05:00:00,0.0
2017-02-26 06:00:00,2017-02-26 06:00:00,0.0
2017-02-26 07:00:00,2017-02-26 07:00:00,0.0
2017-02-26 08:00:00,2017-02-26 08:00:00,0.0
2017-02-26 09:00:00,2017-02-26 09:00:00,0.0
2017-02-26 10:00:00,2017-02-26 10:00:00,28.3173869684
2017-02-26 11:00:00,2017-02-26 11:00:00,30.9059624453
2017-02-26 12:00:00,2017-02-26 12:00:00,40.8865700446
2017-02-26 13:00:00,2017-02-26 13:00:00,47.4894281746
2017-02-26 14:00:00,2017-02-26 14:00:00,50.3696626977
2017-02-26 15:00:00,2017-02-26 15:00:00,48.3707491902
2017-02-26 16:00:00,2017-02-26 16:00:00,42.399303242
2017-02-26 17:00:00,2017-02-26 17:00:00,33.2437983961
2017-02-26 18:00:00,2017-02-26 18:00:00,23.2016700439
2017-02-26 19:00:00,2017-02-26 19:00:00,0.0
2017-02-26 20:00:00,2017-02-26 20:00:00,0.0
2017-02-26 21:00:00,2017-02-26 21:00:00,0.0
2017-02-26 22:00:00,2017-02-26 22:00:00,0.0
2017-02-26 23:00:00,2017-02-26 23:00:00,0.0
2017-02-27 00:00:00,2017-02-27 00:00:00,0.0
2017-02-27 01:00:00,2017-02-27 01:00:00,0.0
2017-02-27 02:00:00,2017-02-27 02:00:00,0.0
2017-02-27 03:00:00,2017-02-27 03:00:00,0.0
2017-02-27 04:00:00,2017-02-27 04:00:00,0.0
2017-02-27 05:00:00,2017-02-27 05:00:00,0.0
2017-02-27 06:00:00,2017-02-27 06:00:00,0.0
2017-02-27 07:00:00,2017-02-27 07:00:00,0.0
2017-02-27 08:00:00,2017-02-27 08:00:00,0.0
2017-02-27 09:00:00,2017-02-27 09:00:00,0.0
2017-02-27 10:00:00,2017-02-27 10:00:00,26.1343979387
2017-02-27 11:00:00,2017-02-27 11:00:00,31.6239548722
2017-02-27 12:00:00,2017-02-27 12:00:00,41.3697995686
2017-02-27 13:00:00,2017-02-27 13:00:00,47.8326117841
2017-02-27 14:00:00,2017-02-27 14:00:00,50.6376106033
2017-02-27 15:00:00,2017-02-27 15:00:00,48.670034913
2017-02-27 16:00:00,2017-02-27 16:00:00,42.8099487473
2017-02-27 17:00:00,2017-02-27 17:00:00,33.8402194146
2017-02-27 18:00:00,2017-02-27 18:00:00,24.165442659
2017-02-27 19:00:00,2017-02-27 19:00:00,0.0
2017-02-27 20:00:00,2017-02-27 20:00:00,0.0
2017-02-27 21:00:00,2017-02-27 21:00:00,0.0
2017-02-27 22:00:00,2017-02-27 22:00:00,0.0
2017-02-27 23:00:00,2017-02-27 23:00:00,0.0
2017-02-28 00:00:00,2017-02-28 00:00:00,0.0
2017-02-28 01:00:00,2017-02-28 01:00:00,0.0
2017-02-28 02:00:00,2017-02-28 02:00:00,0.0
2017-02-28 03:00:00,2017-02-28 03:00:00,0.0
2017-02-28 04:00:00,2017-02-28 04:00:00,0.0
2017-02-28 05:00:00,2017-02-28 05:00:00,0.0
2017-02-28 06:00:00,2017-02-28 06:00:00,0.0
2017-02-28 07:00:00,2017-02-28 07:00:00,0.0
2017-02-28 08:00:00,2017-02-28 08:00:00,0.0
2017-02-28 09:00:00,2017-02-28 09:00:00,0.0
2017-02-28 10:00:00,2017-02-28 10:00:00,27.2438110873
2017-02-28 11:00:00,2017-02-28 11:00:00,32.3330204948
2017-02-28 12:00:00,2017-02-28 12:00:00,41.8490757192
2017-02-28 13:00:00,2017-02-28 13:00:00,48.1738104681
2017-02-28 14:00:00,2017-02-28 14:00:00,50.9047376083
2017-02-28 15:00:00,2017-02-28 15:00:00,48.9674136315
